review,Trang,Uyên,Đạt,Gold
"Am I the only one amused by the fact this kid's last name means ""tailor"" in latin and he's singing about a sweatshirt?",1,1,1,1
Am I the only one getting goosebumps by this,1,2,2,-
Am i the only one here to see the comments?,2,2,2,-
"Am I the only one here who came here to enjoy this wonderful, unique, and meaningful song?",1,1,1,1
am I the only one that came to see this crappy video but mostly read the hilarious comments,0,0,0,0
"Am I the only one that enjoyed this? I found it so nostalgic (yes I was a wild child, but now I'm a stable human being, so I like to think 😅)",1,1,1,1
Am I the only one that laughed really hard at the sweatshirt coming out of his backback and crawling around--?,1,1,1,1
am I the only one who actually likes this song 🦍🌚,1,1,1,1
Am I the only one who actually likes this song?XD,1,1,1,1
"Am I the only one who likes the beat? I know this dis track failed, but I have to admit the beat is catching.",1,1,1,1
Am I the only one who loves it? Fire 🔥,1,1,1,1
Am i the only one whos so confused how this got nearly 10M likes?,0,0,0,0
Am I wrong for liking the black kid he was just tryna to save everyone from Jacobs killer sweatshirt?,1,0,0,-
"Amaçsız haddini aşan senaryolarınız tam anlamıyla,agresif edici.Bu tutumunuz özgürlük değil çocukları kullanmak masum bedenleri amacınıza alet etmek ve dini inançlara sahip olan bir toplumun tepkisini çekmek sadece kınıyorum.",2,2,2,-
Amazing 😍,1,1,1,1
amazing as to how Netflix even decided to air this movie as if it would make the world seem better,1,1,1,1
Amazing how they managed to make it so boring and pointless at the same time.... 1 star out of 5.,0,1,0,-
amazing lyrics,1,1,1,1
Amazing movie <3,1,1,1,1
Amazing movie! Didn’t expect it to be so good!,1,1,1,1
"Amazing movie. Didn’t realize it was already out. Just watched it. If you are an X-Men fan, this is a good one.",1,1,1,1
Amazing movie. Gotta make eternals: worlds protectors next,1,1,1,1
Amazing movie...it was great fun watching this....I loved the genre throughout the movie 🍿🎥,1,1,1,1
Amazing music video bro I really like the song,1,1,1,1
Amazing quality when the sweatshirt is in it! He is an amazing kid,1,1,1,1
Amazing song,1,1,1,1
Amazing song,1,1,1,1
Amazing song 😘 I 💜 Jacob sartorius 😭😭,1,1,1,1
Amazing song and video,1,1,1,1
"Amazing sound, I listened he song live this music in Việt Nam and it really good",1,1,1,1
Amazing x,1,1,1,1
Amazing!,1,1,1,1
Amazing!!!,1,1,1,1
Amazing!!!!!💯,1,1,1,1
Amazing💕😍,1,1,1,1
Amazing💪✌👌👏,1,1,1,1
AMEI,2,2,2,-
amei,2,2,2,-
amei toppp -,2,2,2,-
Amei:>,2,2,2,-
"Americans: I can’t believe marvel posted a trailer at 3 am Me,living on the other side of the planet: I have no such weaknesses",0,0,0,0
Amo de mais céus ❤️,2,2,2,-
Amo essa Msc😍😍,2,2,2,-
Amo esse cara😊💖,2,2,2,-
Amo la canción❤,2,2,2,-
"AMO-TE JACOB, DÁ-ME A TUA SWEATSHIRT 😍😍😍😍",2,2,2,-
Amooo😍❤🇧🇷,2,2,2,-
Amooooo😘,2,2,2,-
"Amy = YOU, your child, your niece. Her friends = Social Media, TikTok, Instagram, Facebook, PEER Influence, . Movie = MIRROR image of our SOCIETY today, especially for young women/girls. Moral = Watch YO' kids,  TEACH your children modesty, Get to know their friends,  Mentor/GUIDE your children.  I get it that everyone is angry by the imagery of the film but the point of the movie was so obvious and easily missed. Our children may be in the same situation but it is invisible or we are not around to see it, like social media.  Where I come from, we say: Don't Explaaaaaaain!",1,0,1,-
Amy mothers are the best characters so far despite making her daughter to not go to her 11 year old friends,0,0,0,0
An 11 year old is meant to spend most of his/her days at the playground and wander around other cool places not twerk,0,0,0,0
"An ambiguous Marvel movie! 🤨 I liked him for the visual series, the new characters you want to know, but they are dying (hello game of Thrones) 😅 the dramatic part is also good, the acting game as well as the actors themselves pleased. An interesting ending with a tempting offer.  Minus one, the characters are poorly revealed.",1,0,0,-
An old friend of mine sang this as his audition song for our school’s production of Legally Blonde a couple years back,1,1,1,1
ANALYZING SONG: 10% explaining why he is flexing  60% flexing 20% roasting looks  10% roasting anything else,0,0,0,0
"And after all, instead of a twerk, they could use the same hip hop and it would work well. And there would be no such hatred.",1,1,1,1
And dude said Ksi’s music is bad,0,0,0,0
and have different performers,0,0,0,0
And he still doesnt mention his ghost writer,0,0,0,0
And I thought I looked young for my age back then,2,2,2,-
And my case is….?,2,2,2,-
And now this song became a meme!,0,0,0,0
And one day this dude's gonna be a dad...,2,2,2,-
"And people are asking why the Patriot Act was removed... Seriously? These guys are pretty good judges of what the viewers should watch...     Sorry, i was too angry to keep sarcasm in check. Bring Hasan back up, Netfilx",0,0,0,0
And please to all of you... Protect your children. Let them be like what they are: Kids.  Treating Kids like adults is the worst thing you can Ever do,2,2,2,-
And that guy that says the n word is JJ and we support him don’t we now,2,2,2,-
And the dislikes are gone,0,0,0,0
AND THE KOT YOU HAVE ON YOU LIKE BOT IT IN THE  1 DOLER STORE GROW UP,0,0,0,0
And the parents of the girls were ok with this!?!?,0,0,0,0
and them dislike ratios was the indicator,0,0,0,0
And they DARE to cancel Anne with an E,0,0,0,0
And they decided to remove dark crystal age of resistance for this piece of crap,0,0,0,0
And they gonna ban Dr Seuss lmaoooo,0,0,0,0
And they're still here Ricegum may be obsessed with Ian. But Ian's fans are sure obsessed with Rice lol.,0,0,0,0
And this is why my younger self prefer wearing baggy sweaters during the summer,0,0,0,0
And to think that the critics loved this movie...,1,0,0,-
and today we cant see the dislikes...,0,0,0,0
and u guys wonder why jesus hasn't came yet,0,0,0,0
"And with this, a meme was born",0,0,0,0
AND YOU CAN WEAR MY SWEATSHIRTTTTT,0,0,0,0
and you have proved ian's point all over again,0,0,0,0
"And you say you don't flex on people... disappointed. This was truely contradictive, I just wasted 3 minutes and 15 seconds of my life with a comeback that was quite bad.",0,0,0,0
And youre hating on KSI's song,0,0,0,0
Angelina is as gracious as ever,1,1,1,1
"Angelina Jolie in Maleficent: ""Well..., well...""  Meanwhile in Eternals: ""Hello.""",1,1,1,1
Angelina looks fantastic!,1,1,1,1
Angels are the eternals fighting for God's Kingdom!,1,1,1,1
"Ano era 2017, e todos eram felizes",2,2,2,-
anon should’ve used this one💕,1,1,1,1
Another episode of: What quarantine has brought me to,0,0,0,0
Another legendary Creation upcoming....,1,1,1,1
Another RiceGum Diss track?,0,0,0,0
Anti-culture and creatimg bigotry,0,0,0,0
Any insult is an understatement to this  No insult is strong enough to match the putridity of this,0,0,0,0
Any other minors out there that are completely disgusted by this kind of exploitation? We’re gonna need to start being more careful.,0,2,2,-
Anybody else think that before the whole “sweatshirt” part started it was pretty good?,1,2,2,-
Anybody know the piano music at 2:48? 😃,2,2,2,-
Anyone else come just to read the hate?,2,2,2,-
Anyone else here to get their daily dose of hate comments?,2,2,2,-
Anyone else here waiting for a ricegum reaction video?,2,2,2,-
anyone else hyped for the boxing match?,2,2,2,-
Anyone else remember when someone managed to change the captions and it was the funniest shit ever?,2,2,2,-
Anyone else revisiting this not so much of a master piece in 2021?,2,2,2,-
anyone else who is here just to dislike 😠,0,2,0,-
Anyone elts remember back when this actually went hard?,2,2,2,-
Anyone got chills at the end?,2,2,2,-
Anyone here from tiktok?,2,2,2,-
Anyone miss artists who actually sang?,2,2,2,-
Anyone need to drink me were free,2,2,2,-
Anyone realized that he's talking more about his money rather than dissing idubbbz? I dubbz was offending only rice gum without mentioning something about himself plus this diss track proves all of Ian's points,2,2,2,-
"Anyone that defends this disgusting movie is part of the problem, People say ""but it won an award at the sundance film festival"" , But that is not surprising seeing as the founder of the sundance film festival is charged with sexually abusing a 7 year old and a 9 year old.  Look it up it's true!",0,2,0,-
Anyone who came to see if it had hit 1mn dislikes yet??,2,2,2,-
"Anyone who doesn't see how flawed a person rice gum is then you deserve to follow him. As the cliché goes, ""ignorance is bliss."" I'm disappointed at how little Brian Le actually tried. Maybe he'll learn from this.",0,2,2,-
Anyone who tells you that it's wrong to dislike a movie before watching it - they themselves are wrong!,2,2,2,-
Anyone who watches this needs to be in that final destination scene where everyone is killed since it’s better than this,0,2,0,-
Anyone with an ounce worth of integrity will delete their netflix account and at least write a message to show how disgusted they are.,0,2,0,-
"Anyone, can explain me what is the epitome of this music?",2,2,2,-
"Anyone: ""Watching twerking 11 year olds"" Chris Hansen:  ""Why don't you have a seat over there?  Have a seat.""",2,2,2,-
"Anything by Chloe Zhao I’m here for, every one of her films have always looked visually stunning and the fact she gets to do that for the superhero genre and portray all its glorious spectacle will be an amazing treat",1,1,1,1
